Date,Flight_Number,Class,Price,Flow Card?,Origin,Destination
2024-12-20,PA007,Premium Economy,1292.5,No,New York,Perth
2024-01-27,PA006,First Class,495,No,Tokyo,London
2024-04-04,PA007,Business Class,253.19999999999999,No,New York,Perth
2024-08-21,PA004,Economy,1675,Yes,Perth,London
2024-01-15,PA003,Premium Economy,1617.5,No,London,Perth
2024-12-12,PA005,Premium Economy,802.5,No,London,Tokyo
2024-03-02,PA009,Economy,1910,No,New York,Tokyo
2024-10-08,PA010,Business Class,405.59999999999997,No,Tokyo,New York
2024-08-31,PA011,Economy,3465,Yes,Perth,Tokyo
2024-01-03,PA010,Premium Economy,1490,Yes,Tokyo,New York
2024-07-25,PA009,First Class,272,Yes,New York,Tokyo
2024-09-08,PA007,Economy,1450,Yes,New York,Perth
2024-04-19,PA006,Economy,3455,No,Tokyo,London
2024-01-08,PA012,Business Class,679.19999999999993,Yes,Tokyo,Perth
2024-06-23,PA010,Economy,3490,Yes,Tokyo,New York
2024-08-13,PA004,Business Class,585.60000000000002,Yes,Perth,London
2024-12-27,PA008,Business Class,428.39999999999998,No,Perth,New York
2024-01-02,PA012,First Class,580,Yes,Tokyo,Perth
2024-01-09,PA008,Premium Economy,527.5,Yes,Perth,New York
2024-01-19,PA010,First Class,252,No,Tokyo,New York
2024-02-20,PA007,Economy,1280,No,New York,Perth
2024-03-31,PA007,Economy,1100,No,New York,Perth
2024-03-28,PA001,Economy,1915,Yes,London,New York
2024-11-23,PA008,Premium Economy,1370,No,Perth,New York
2024-05-04,PA012,First Class,587,No,Tokyo,Perth
2024-10-13,PA006,Business Class,609.60000000000002,Yes,Tokyo,London
2024-11-05,PA007,First Class,256,No,New York,Perth
2024-02-12,PA004,Economy,3175,No,Perth,London
2024-11-02,PA007,Business Class,595.19999999999993,No,New York,Perth
2024-01-07,PA010,First Class,467,Yes,Tokyo,New York
2024-03-25,PA004,First Class,474,Yes,Perth,London
2024-03-26,PA008,First Class,523,No,Perth,New York
2024-12-25,PA003,First Class,674,No,London,Perth
2024-12-18,PA012,Business Class,552,No,Tokyo,Perth
2024-09-11,PA003,Business Class,595.19999999999993,Yes,London,Perth
2024-07-10,PA005,First Class,479,No,London,Tokyo
2024-05-26,PA002,Premium Economy,575,Yes,New York,London
2024-04-06,PA002,Premium Economy,587.5,No,New York,London
2024-04-19,PA003,Premium Economy,682.5,Yes,London,Perth
2024-09-04,PA007,Economy,3215,No,New York,Perth
2024-05-06,PA005,Premium Economy,1207.5,Yes,London,Tokyo
2024-09-12,PA007,Business Class,832.79999999999995,No,New York,Perth
2024-12-06,PA006,First Class,292,Yes,Tokyo,London
2024-06-04,PA006,First Class,303,No,Tokyo,London
2024-08-06,PA007,Premium Economy,1072.5,No,New York,Perth
2024-09-13,PA003,Business Class,700.79999999999995,No,London,Perth
2024-11-24,PA009,First Class,207,No,New York,Tokyo
2024-07-08,PA005,Premium Economy,887.5,Yes,London,Tokyo
2024-01-11,PA011,Premium Economy,1570,No,Perth,Tokyo
2024-01-20,PA008,Business Class,724.79999999999995,Yes,Perth,New York
2024-12-07,PA001,Business Class,608.39999999999998,No,London,New York
2024-10-18,PA002,First Class,594,No,New York,London
2024-05-29,PA006,Premium Economy,880,No,Tokyo,London
2024-06-17,PA004,First Class,621,No,Perth,London
2024-04-12,PA009,Premium Economy,1705,Yes,New York,Tokyo
2024-06-29,PA006,First Class,593,Yes,Tokyo,London
2024-08-25,PA010,First Class,250,No,Tokyo,New York
2024-02-27,PA007,Economy,1665,Yes,New York,Perth
2024-03-13,PA012,Premium Economy,1297.5,Yes,Tokyo,Perth
2024-12-03,PA011,Economy,1540,Yes,Perth,Tokyo
2024-07-13,PA003,Premium Economy,1072.5,No,London,Perth
2024-11-17,PA007,Economy,2370,No,New York,Perth
2024-10-15,PA007,Economy,2135,Yes,New York,Perth
2024-04-30,PA009,Premium Economy,660,Yes,New York,Tokyo
2024-05-30,PA001,Economy,3425,Yes,London,New York
2024-04-25,PA010,Business Class,758.39999999999998,No,Tokyo,New York
2024-09-30,PA012,First Class,658,No,Tokyo,Perth
2024-08-04,PA011,Premium Economy,1107.5,Yes,Perth,Tokyo
2024-08-01,PA006,Business Class,746.39999999999998,No,Tokyo,London
2024-12-28,PA004,First Class,323,No,Perth,London
2024-07-20,PA009,First Class,302,No,New York,Tokyo
2024-02-27,PA004,Business Class,594,No,Perth,London
2024-09-10,PA003,First Class,653,Yes,London,Perth
2024-06-16,PA008,Premium Economy,1525,Yes,Perth,New York
2024-01-26,PA001,Economy,1770,Yes,London,New York
2024-09-12,PA004,First Class,457,Yes,Perth,London
2024-07-24,PA004,Economy,3350,Yes,Perth,London
2024-10-17,PA003,First Class,351,Yes,London,Perth
2024-09-18,PA012,Business Class,588,Yes,Tokyo,Perth
2024-11-10,PA008,Premium Economy,515,Yes,Perth,New York
2024-07-16,PA009,Economy,2795,Yes,New York,Tokyo
2024-12-21,PA005,First Class,233,No,London,Tokyo
2024-04-25,PA009,Business Class,658.79999999999995,Yes,New York,Tokyo
2024-11-04,PA004,Business Class,772.79999999999995,No,Perth,London
2024-07-17,PA006,Business Class,447.59999999999997,Yes,Tokyo,London
2024-01-24,PA003,Premium Economy,1552.5,No,London,Perth
2024-06-27,PA002,Business Class,508.79999999999995,Yes,New York,London
2024-01-05,PA007,Premium Economy,1220,Yes,New York,Perth
2024-12-11,PA012,Business Class,531.60000000000002,No,Tokyo,Perth
2024-05-03,PA006,First Class,414,Yes,Tokyo,London
2024-02-03,PA008,Premium Economy,1697.5,No,Perth,New York
2024-05-09,PA001,First Class,355,Yes,London,New York
2024-01-31,PA011,Premium Economy,1192.5,No,Perth,Tokyo
2024-11-06,PA007,Business Class,333.59999999999997,No,New York,Perth
2024-03-03,PA006,Economy,1140,No,Tokyo,London
2024-01-11,PA003,Economy,3410,Yes,London,Perth
2024-02-12,PA010,Economy,2345,No,Tokyo,New York
2024-04-22,PA011,Premium Economy,1737.5,Yes,Perth,Tokyo
2024-04-14,PA002,Premium Economy,717.5,No,New York,London
2024-12-15,PA007,Premium Economy,882.5,No,New York,Perth
2024-10-10,PA006,Economy,1560,No,Tokyo,London
2024-06-07,PA007,Business Class,319.19999999999999,Yes,New York,Perth
2024-02-05,PA011,Economy,3075,No,Perth,Tokyo
2024-02-28,PA006,Business Class,687.60000000000002,Yes,Tokyo,London
2024-12-05,PA003,First Class,226,No,London,Perth
2024-10-26,PA001,Premium Economy,1137.5,No,London,New York
2024-08-13,PA007,First Class,525,Yes,New York,Perth
2024-09-16,PA004,Business Class,807.60000000000002,Yes,Perth,London
2024-02-17,PA001,Economy,2230,No,London,New York
2024-10-08,PA003,Business Class,648,No,London,Perth
2024-10-24,PA009,Economy,1375,Yes,New York,Tokyo
2024-06-10,PA006,Economy,2095,Yes,Tokyo,London
2024-07-05,PA010,Business Class,639.60000000000002,No,Tokyo,New York
2024-11-22,PA008,Business Class,577.19999999999993,Yes,Perth,New York
2024-05-29,PA010,Premium Economy,1745,No,Tokyo,New York
2024-02-27,PA005,Economy,2900,No,London,Tokyo
2024-05-04,PA004,Premium Economy,1277.5,No,Perth,London
2024-12-21,PA007,Business Class,446.39999999999998,Yes,New York,Perth
2024-11-08,PA008,Business Class,348,No,Perth,New York
2024-06-15,PA003,Premium Economy,935,Yes,London,Perth
2024-10-09,PA011,First Class,451,Yes,Perth,Tokyo
2024-03-29,PA012,Economy,3400,No,Tokyo,Perth
2024-06-26,PA001,Premium Economy,610,No,London,New York
2024-11-22,PA008,Business Class,787.19999999999993,No,Perth,New York
2024-04-12,PA002,Premium Economy,1585,No,New York,London
2024-03-26,PA002,Business Class,505.19999999999999,No,New York,London
2024-07-02,PA011,First Class,507,No,Perth,Tokyo
2024-06-22,PA007,Business Class,446.39999999999998,No,New York,Perth
2024-06-20,PA008,Business Class,818.39999999999998,No,Perth,New York
2024-05-21,PA010,Business Class,435.59999999999997,Yes,Tokyo,New York
2024-06-19,PA003,Premium Economy,692.5,Yes,London,Perth
2024-08-14,PA009,Premium Economy,1565,Yes,New York,Tokyo
2024-09-30,PA004,Economy,2760,Yes,Perth,London
2024-04-16,PA011,Economy,2995,Yes,Perth,Tokyo
2024-06-18,PA010,Premium Economy,1630,No,Tokyo,New York
2024-09-23,PA006,Business Class,451.19999999999999,No,Tokyo,London
2024-11-18,PA003,First Class,244,No,London,Perth
2024-09-01,PA007,First Class,206,Yes,New York,Perth
2024-01-26,PA010,First Class,261,No,Tokyo,New York
2024-06-24,PA004,Economy,2305,No,Perth,London
2024-08-18,PA004,Economy,2195,Yes,Perth,London
2024-11-10,PA011,Premium Economy,1707.5,Yes,Perth,Tokyo
2024-11-24,PA001,First Class,534,Yes,London,New York
2024-10-26,PA004,First Class,352,No,Perth,London
2024-11-26,PA006,Economy,3340,No,Tokyo,London
2024-09-06,PA008,Economy,2345,No,Perth,New York
2024-01-23,PA003,Economy,3225,Yes,London,Perth
2024-03-24,PA006,Premium Economy,605,No,Tokyo,London
2024-05-02,PA008,Premium Economy,1210,No,Perth,New York
2024-09-14,PA008,Premium Economy,1605,No,Perth,New York
2024-09-14,PA009,Premium Economy,1055,No,New York,Tokyo
2024-02-16,PA002,Economy,2075,Yes,New York,London
2024-12-03,PA010,First Class,428,No,Tokyo,New York
2024-07-04,PA001,Economy,2700,No,London,New York
2024-05-31,PA002,Economy,2745,No,New York,London
2024-05-01,PA006,Business Class,510,Yes,Tokyo,London
2024-12-15,PA011,Premium Economy,1600,No,Perth,Tokyo
2024-04-03,PA007,Business Class,829.19999999999993,Yes,New York,Perth
2024-01-10,PA001,Premium Economy,1017.5,No,London,New York
2024-02-02,PA006,Premium Economy,740,No,Tokyo,London
2024-04-21,PA003,First Class,215,Yes,London,Perth
2024-04-04,PA008,Business Class,837.60000000000002,Yes,Perth,New York
2024-11-19,PA005,Business Class,432,Yes,London,Tokyo
2024-09-21,PA011,Economy,3285,No,Perth,Tokyo
2024-06-21,PA007,Economy,3075,No,New York,Perth
2024-04-19,PA004,Economy,1795,No,Perth,London
2024-07-29,PA004,Economy,2700,Yes,Perth,London
2024-03-08,PA003,Business Class,753.60000000000002,No,London,Perth
2024-03-24,PA007,Business Class,328.80000000000001,No,New York,Perth
2024-06-30,PA003,Business Class,763.19999999999993,No,London,Perth
2024-01-18,PA009,First Class,301,Yes,New York,Tokyo
2024-01-09,PA001,Economy,2680,No,London,New York
2024-11-12,PA008,Business Class,627.60000000000002,Yes,Perth,New York
2024-07-16,PA002,First Class,679,No,New York,London
2024-02-22,PA005,Business Class,633.60000000000002,No,London,Tokyo
2024-11-11,PA008,Premium Economy,590,Yes,Perth,New York
2024-05-30,PA008,Premium Economy,547.5,Yes,Perth,New York
2024-03-31,PA008,Premium Economy,1415,Yes,Perth,New York
2024-12-02,PA007,Business Class,603.60000000000002,No,New York,Perth
2024-08-02,PA002,Premium Economy,510,Yes,New York,London
2024-07-18,PA010,Premium Economy,1672.5,Yes,Tokyo,New York
2024-12-22,PA006,Business Class,536.39999999999998,No,Tokyo,London
2024-11-07,PA004,First Class,585,No,Perth,London
2024-05-10,PA002,Premium Economy,832.5,Yes,New York,London
2024-12-24,PA007,Business Class,495.59999999999997,No,New York,Perth
2024-12-23,PA008,Economy,2105,No,Perth,New York
2024-07-30,PA010,Economy,1095,No,Tokyo,New York
2024-04-22,PA008,Economy,3185,No,Perth,New York
2024-10-13,PA003,Business Class,300,Yes,London,Perth
2024-07-15,PA009,Premium Economy,1075,No,New York,Tokyo
2024-12-25,PA011,Premium Economy,1002.5,No,Perth,Tokyo
2024-11-13,PA006,Business Class,385.19999999999999,Yes,Tokyo,London
2024-05-07,PA007,Business Class,520.79999999999995,Yes,New York,Perth
2024-05-11,PA011,First Class,417,Yes,Perth,Tokyo
2024-03-17,PA010,Business Class,783.60000000000002,No,Tokyo,New York
2024-05-14,PA006,Premium Economy,720,Yes,Tokyo,London
2024-10-31,PA008,First Class,215,Yes,Perth,New York
2024-07-15,PA004,First Class,344,Yes,Perth,London
2024-04-12,PA001,Economy,1930,No,London,New York
2024-09-10,PA002,Economy,2825,Yes,New York,London
2024-07-10,PA004,Premium Economy,1230,Yes,Perth,London
2024-04-13,PA002,Business Class,286.80000000000001,No,New York,London
2024-07-30,PA004,Premium Economy,1605,No,Perth,London
2024-12-24,PA012,Business Class,364.80000000000001,No,Tokyo,Perth
2024-12-22,PA010,Premium Economy,1710,Yes,Tokyo,New York
2024-08-31,PA008,Economy,1975,Yes,Perth,New York
2024-06-07,PA008,Business Class,672,Yes,Perth,New York
2024-09-05,PA002,Premium Economy,1507.5,Yes,New York,London
2024-11-06,PA005,Premium Economy,1380,Yes,London,Tokyo
2024-04-15,PA008,Business Class,538.79999999999995,No,Perth,New York
2024-12-06,PA005,First Class,213,Yes,London,Tokyo
2024-10-20,PA011,Premium Economy,725,No,Perth,Tokyo
2024-08-29,PA001,First Class,556,No,London,New York
2024-03-22,PA008,Business Class,348,No,Perth,New York
2024-01-21,PA011,First Class,204,No,Perth,Tokyo
2024-10-02,PA001,Premium Economy,1687.5,Yes,London,New York
2024-06-14,PA006,First Class,471,No,Tokyo,London
2024-03-07,PA006,Premium Economy,735,Yes,Tokyo,London
2024-04-02,PA009,Economy,2430,No,New York,Tokyo
2024-03-24,PA010,Premium Economy,1385,Yes,Tokyo,New York
2024-06-23,PA008,Premium Economy,1180,Yes,Perth,New York
2024-02-04,PA003,First Class,355,No,London,Perth
2024-10-03,PA004,First Class,320,Yes,Perth,London
2024-10-25,PA011,Premium Economy,1365,No,Perth,Tokyo
2024-12-25,PA005,Business Class,654,No,London,Tokyo
2024-02-23,PA003,Business Class,270,Yes,London,Perth
2024-05-06,PA011,First Class,425,Yes,Perth,Tokyo
2024-10-09,PA007,First Class,205,Yes,New York,Perth
2024-07-04,PA001,Premium Economy,1612.5,Yes,London,New York
2024-11-14,PA002,Economy,3305,Yes,New York,London
2024-09-19,PA010,Business Class,531.60000000000002,Yes,Tokyo,New York
2024-06-19,PA012,Business Class,273.59999999999997,Yes,Tokyo,Perth
2024-06-28,PA010,First Class,590,No,Tokyo,New York
2024-04-15,PA007,Premium Economy,790,No,New York,Perth
2024-05-28,PA003,Business Class,469.19999999999999,Yes,London,Perth
2024-03-14,PA005,Business Class,332.39999999999998,Yes,London,Tokyo
2024-04-07,PA008,Economy,3270,No,Perth,New York
2024-08-01,PA012,First Class,361,No,Tokyo,Perth
2024-03-22,PA003,First Class,432,No,London,Perth
2024-08-25,PA006,Premium Economy,547.5,Yes,Tokyo,London
2024-12-17,PA002,Economy,1180,No,New York,London
2024-01-08,PA011,Business Class,840,Yes,Perth,Tokyo
2024-08-11,PA011,First Class,481,Yes,Perth,Tokyo
2024-02-13,PA001,Premium Economy,792.5,No,London,New York
2024-01-23,PA001,First Class,520,Yes,London,New York
2024-04-08,PA010,Business Class,511.19999999999999,Yes,Tokyo,New York
2024-12-08,PA001,First Class,236,No,London,New York
2024-03-21,PA004,First Class,332,Yes,Perth,London
2024-05-03,PA005,Premium Economy,510,Yes,London,Tokyo
2024-06-17,PA006,Business Class,625.19999999999993,No,Tokyo,London
2024-08-21,PA004,Premium Economy,727.5,No,Perth,London
2024-09-30,PA006,First Class,519,No,Tokyo,London
2024-06-20,PA002,First Class,420,Yes,New York,London
2024-04-12,PA002,Economy,2060,Yes,New York,London
2024-05-01,PA008,Premium Economy,727.5,Yes,Perth,New York
2024-06-14,PA010,First Class,379,No,Tokyo,New York
2024-01-22,PA011,Economy,2105,Yes,Perth,Tokyo
2024-03-31,PA008,Premium Economy,570,Yes,Perth,New York
2024-02-18,PA012,Business Class,555.60000000000002,Yes,Tokyo,Perth
2024-08-09,PA001,Premium Economy,1707.5,No,London,New York
2024-07-12,PA009,Economy,1230,Yes,New York,Tokyo
2024-09-02,PA005,Business Class,294,No,London,Tokyo
2024-11-19,PA003,Business Class,520.79999999999995,No,London,Perth
2024-11-18,PA011,First Class,372,Yes,Perth,Tokyo
2024-11-10,PA006,First Class,640,Yes,Tokyo,London
2024-11-24,PA009,Business Class,549.60000000000002,No,New York,Tokyo
2024-03-13,PA011,Economy,3465,Yes,Perth,Tokyo
2024-09-03,PA003,Premium Economy,937.5,Yes,London,Perth
2024-06-10,PA002,First Class,246,Yes,New York,London
2024-06-26,PA010,Economy,2270,Yes,Tokyo,New York
2024-09-25,PA005,First Class,561,Yes,London,Tokyo
2024-12-22,PA011,Premium Economy,1365,Yes,Perth,Tokyo
2024-08-01,PA012,Premium Economy,1122.5,Yes,Tokyo,Perth
2024-09-25,PA007,Premium Economy,1330,No,New York,Perth
2024-11-05,PA011,Economy,2210,Yes,Perth,Tokyo
2024-09-26,PA011,Business Class,490.79999999999995,No,Perth,Tokyo
2024-09-07,PA006,Economy,1280,No,Tokyo,London
2024-06-05,PA002,Business Class,552,No,New York,London
2024-09-16,PA010,Premium Economy,1480,No,Tokyo,New York
2024-12-18,PA008,Economy,1075,Yes,Perth,New York
2024-09-06,PA005,Premium Economy,782.5,No,London,Tokyo
2024-04-07,PA010,Premium Economy,795,No,Tokyo,New York
2024-04-29,PA007,Business Class,298.80000000000001,No,New York,Perth
2024-12-11,PA002,First Class,216,Yes,New York,London
2024-04-09,PA001,Economy,3150,Yes,London,New York
2024-04-24,PA005,First Class,639,No,London,Tokyo
2024-01-18,PA007,First Class,575,No,New York,Perth
2024-05-30,PA008,First Class,296,No,Perth,New York
2024-10-16,PA008,Economy,1270,No,Perth,New York
2024-04-22,PA007,Premium Economy,1337.5,No,New York,Perth
2024-05-20,PA012,First Class,528,No,Tokyo,Perth
2024-11-08,PA003,First Class,560,No,London,Perth
2024-09-29,PA006,First Class,561,No,Tokyo,London
2024-05-19,PA010,Premium Economy,1052.5,No,Tokyo,New York
2024-01-12,PA006,Premium Economy,607.5,Yes,Tokyo,London
2024-06-01,PA009,Business Class,374.39999999999998,Yes,New York,Tokyo
2024-04-08,PA001,Business Class,742.79999999999995,Yes,London,New York
2024-05-02,PA002,First Class,694,Yes,New York,London
2024-06-09,PA007,Business Class,498,Yes,New York,Perth
2024-11-20,PA010,First Class,529,No,Tokyo,New York
2024-02-12,PA001,Business Class,258,No,London,New York
2024-02-25,PA003,Business Class,834,No,London,Perth
2024-08-15,PA002,Premium Economy,1382.5,No,New York,London
2024-10-03,PA005,First Class,435,Yes,London,Tokyo
2024-01-31,PA001,Economy,2985,No,London,New York
2024-05-28,PA005,Business Class,801.60000000000002,No,London,Tokyo
2024-05-12,PA005,Economy,2025,Yes,London,Tokyo
2024-07-23,PA009,Premium Economy,957.5,Yes,New York,Tokyo
2024-03-12,PA007,Economy,2865,No,New York,Perth
2024-07-30,PA006,Economy,1235,Yes,Tokyo,London
2024-05-10,PA009,Premium Economy,682.5,No,New York,Tokyo
2024-08-26,PA010,Premium Economy,617.5,No,Tokyo,New York
2024-08-05,PA003,Premium Economy,995,No,London,Perth
2024-11-26,PA011,Premium Economy,787.5,No,Perth,Tokyo
2024-02-25,PA005,Economy,1765,No,London,Tokyo
2024-04-19,PA007,Economy,3385,Yes,New York,Perth
2024-09-24,PA008,Economy,2420,No,Perth,New York
2024-02-04,PA004,Business Class,440.39999999999998,Yes,Perth,London
2024-08-18,PA008,Business Class,670.79999999999995,No,Perth,New York
2024-11-04,PA010,Business Class,324,Yes,Tokyo,New York
2024-12-31,PA011,First Class,646,Yes,Perth,Tokyo
2024-04-08,PA007,Business Class,366,Yes,New York,Perth
2024-01-31,PA009,First Class,536,Yes,New York,Tokyo
2024-02-20,PA004,First Class,219,No,Perth,London
2024-12-24,PA008,First Class,407,Yes,Perth,New York
2024-10-26,PA008,Economy,1540,No,Perth,New York
2024-07-11,PA004,Premium Economy,1120,No,Perth,London
2024-11-12,PA002,Premium Economy,822.5,Yes,New York,London
2024-12-18,PA005,Economy,2165,Yes,London,Tokyo
2024-03-16,PA007,Business Class,426,Yes,New York,Perth
2024-04-16,PA006,Premium Economy,1657.5,No,Tokyo,London
2024-06-04,PA005,Premium Economy,1517.5,Yes,London,Tokyo
2024-08-06,PA012,Premium Economy,922.5,No,Tokyo,Perth
2024-06-07,PA005,Business Class,733.19999999999993,No,London,Tokyo
2024-02-05,PA012,First Class,540,No,Tokyo,Perth
2024-10-20,PA004,Business Class,697.19999999999993,Yes,Perth,London
2024-02-14,PA007,First Class,311,Yes,New York,Perth
2024-09-12,PA011,Business Class,310.80000000000001,No,Perth,Tokyo
2024-12-24,PA004,Business Class,454.80000000000001,Yes,Perth,London
2024-12-27,PA009,First Class,457,No,New York,Tokyo
2024-06-10,PA009,First Class,259,Yes,New York,Tokyo
2024-11-05,PA011,Business Class,606,Yes,Perth,Tokyo
2024-10-03,PA006,Premium Economy,787.5,No,Tokyo,London
2024-11-03,PA008,Premium Economy,1257.5,Yes,Perth,New York
2024-01-20,PA012,Premium Economy,640,No,Tokyo,Perth
2024-07-15,PA003,Premium Economy,527.5,Yes,London,Perth
2024-04-05,PA003,Economy,3165,Yes,London,Perth
2024-02-28,PA005,First Class,638,No,London,Tokyo
2024-09-29,PA012,Business Class,349.19999999999999,No,Tokyo,Perth
2024-12-05,PA006,Business Class,312,No,Tokyo,London
2024-07-29,PA011,First Class,343,Yes,Perth,Tokyo
2024-03-05,PA005,Business Class,654,Yes,London,Tokyo
2024-03-26,PA005,First Class,444,Yes,London,Tokyo
2024-05-24,PA012,Business Class,302.39999999999998,Yes,Tokyo,Perth
2024-10-24,PA003,Premium Economy,912.5,No,London,Perth
2024-12-02,PA004,Premium Economy,1227.5,No,Perth,London
2024-05-01,PA012,Premium Economy,1275,No,Tokyo,Perth
2024-12-02,PA012,Business Class,664.79999999999995,Yes,Tokyo,Perth
2024-08-09,PA009,Premium Economy,1137.5,No,New York,Tokyo
2024-01-13,PA006,First Class,494,Yes,Tokyo,London
2024-03-31,PA012,First Class,639,Yes,Tokyo,Perth
2024-01-11,PA010,Business Class,562.79999999999995,Yes,Tokyo,New York
2024-11-02,PA008,Premium Economy,805,No,Perth,New York
2024-10-12,PA008,Economy,2195,No,Perth,New York
2024-09-13,PA012,Economy,3345,Yes,Tokyo,Perth
2024-04-03,PA004,Premium Economy,895,Yes,Perth,London
2024-04-29,PA005,Economy,1105,Yes,London,Tokyo
2024-02-16,PA006,Economy,2350,No,Tokyo,London
2024-01-13,PA008,Business Class,651.60000000000002,Yes,Perth,New York
2024-03-06,PA006,Premium Economy,822.5,Yes,Tokyo,London
2024-10-20,PA002,Premium Economy,970,No,New York,London
2024-01-19,PA009,Business Class,682.79999999999995,No,New York,Tokyo
2024-09-10,PA001,Business Class,716.39999999999998,No,London,New York
2024-03-23,PA001,Premium Economy,1375,Yes,London,New York
2024-04-28,PA004,Business Class,667.19999999999993,Yes,Perth,London
2024-06-14,PA003,First Class,693,No,London,Perth
2024-12-26,PA008,Economy,1965,No,Perth,New York
2024-07-21,PA009,First Class,563,Yes,New York,Tokyo
2024-06-15,PA012,Economy,1340,Yes,Tokyo,Perth
2024-09-22,PA007,Economy,2535,No,New York,Perth
2024-02-18,PA006,Economy,2420,No,Tokyo,London
2024-05-25,PA004,First Class,684,Yes,Perth,London
2024-03-02,PA004,Business Class,715.19999999999993,Yes,Perth,London
2024-02-02,PA012,Business Class,793.19999999999993,No,Tokyo,Perth
2024-04-05,PA011,Economy,2600,No,Perth,Tokyo
2024-09-11,PA001,Economy,2145,No,London,New York
2024-12-31,PA011,Economy,1090,Yes,Perth,Tokyo
2024-06-23,PA006,Business Class,608.39999999999998,Yes,Tokyo,London
2024-05-17,PA005,Business Class,307.19999999999999,Yes,London,Tokyo
2024-08-12,PA010,Premium Economy,1312.5,Yes,Tokyo,New York
2024-11-05,PA001,Business Class,354,No,London,New York
2024-04-18,PA004,Economy,2520,Yes,Perth,London
2024-10-03,PA007,Economy,3420,Yes,New York,Perth
2024-12-02,PA001,First Class,524,No,London,New York
2024-10-19,PA001,Premium Economy,1492.5,No,London,New York
2024-02-25,PA011,Premium Economy,1560,Yes,Perth,Tokyo
2024-07-14,PA009,Business Class,382.80000000000001,No,New York,Tokyo
2024-02-21,PA003,First Class,357,No,London,Perth
2024-06-02,PA001,Premium Economy,1052.5,Yes,London,New York
2024-12-04,PA005,First Class,350,Yes,London,Tokyo
2024-01-09,PA002,Business Class,718.79999999999995,No,New York,London
2024-01-13,PA001,Premium Economy,1352.5,No,London,New York
2024-05-06,PA011,Business Class,681.60000000000002,No,Perth,Tokyo
2024-12-08,PA002,First Class,694,No,New York,London
2024-04-27,PA005,Economy,2095,Yes,London,Tokyo
2024-01-13,PA007,Economy,2450,Yes,New York,Perth
2024-07-19,PA002,First Class,523,Yes,New York,London
2024-10-03,PA006,Business Class,361.19999999999999,Yes,Tokyo,London
2024-01-15,PA006,Premium Economy,627.5,No,Tokyo,London
2024-02-02,PA008,Premium Economy,1387.5,Yes,Perth,New York
2024-12-16,PA008,First Class,441,Yes,Perth,New York
2024-12-22,PA001,Economy,2325,Yes,London,New York
2024-04-08,PA009,Economy,2930,Yes,New York,Tokyo
2024-03-24,PA007,Premium Economy,1040,No,New York,Perth
2024-10-31,PA005,Premium Economy,1610,No,London,Tokyo
2024-04-08,PA004,Economy,2405,Yes,Perth,London
2024-04-06,PA004,Economy,3480,No,Perth,London
2024-02-22,PA005,Premium Economy,1452.5,No,London,Tokyo
2024-05-25,PA003,First Class,660,Yes,London,Perth
2024-05-15,PA001,Business Class,289.19999999999999,No,London,New York
2024-09-29,PA007,Business Class,806.39999999999998,Yes,New York,Perth
2024-02-20,PA005,Economy,2645,Yes,London,Tokyo
2024-12-30,PA003,First Class,488,Yes,London,Perth
2024-09-15,PA007,Business Class,740.39999999999998,Yes,New York,Perth
2024-07-02,PA003,First Class,398,No,London,Perth
2024-03-27,PA008,Business Class,699.60000000000002,Yes,Perth,New York
2024-09-13,PA005,Business Class,454.80000000000001,Yes,London,Tokyo
2024-09-04,PA012,Economy,1940,No,Tokyo,Perth
2024-07-27,PA006,First Class,389,Yes,Tokyo,London
2024-10-25,PA012,Business Class,633.60000000000002,Yes,Tokyo,Perth
2024-12-06,PA005,Business Class,462,No,London,Tokyo
2024-06-07,PA012,Premium Economy,1472.5,No,Tokyo,Perth
2024-08-14,PA006,Business Class,818.39999999999998,Yes,Tokyo,London
2024-04-21,PA009,Economy,1170,No,New York,Tokyo
2024-05-22,PA009,Business Class,712.79999999999995,Yes,New York,Tokyo
2024-04-02,PA012,Economy,2880,No,Tokyo,Perth
2024-06-22,PA002,Economy,3160,Yes,New York,London
2024-08-01,PA002,Business Class,744,No,New York,London
2024-07-18,PA010,Premium Economy,1122.5,No,Tokyo,New York
2024-12-18,PA009,Economy,3465,No,New York,Tokyo
2024-03-14,PA009,First Class,297,Yes,New York,Tokyo
2024-12-01,PA002,Business Class,621.60000000000002,Yes,New York,London
2024-11-04,PA002,First Class,513,No,New York,London
2024-11-29,PA009,Economy,1630,Yes,New York,Tokyo
2024-02-07,PA006,Business Class,468,No,Tokyo,London
2024-03-22,PA004,Economy,3250,Yes,Perth,London
2024-06-27,PA004,First Class,206,Yes,Perth,London
2024-10-13,PA012,Business Class,820.79999999999995,Yes,Tokyo,Perth
2024-09-04,PA005,Economy,2530,No,London,Tokyo
2024-05-25,PA007,First Class,311,No,New York,Perth
2024-12-08,PA011,Premium Economy,1335,Yes,Perth,Tokyo
2024-02-11,PA008,First Class,681,Yes,Perth,New York
2024-12-03,PA010,Business Class,782.39999999999998,Yes,Tokyo,New York
2024-10-19,PA009,Business Class,265.19999999999999,No,New York,Tokyo
2024-12-21,PA012,First Class,475,Yes,Tokyo,Perth
2024-06-27,PA010,Business Class,270,Yes,Tokyo,New York
2024-11-22,PA010,Premium Economy,1075,Yes,Tokyo,New York
2024-05-03,PA003,Premium Economy,1365,Yes,London,Perth
